name,latitude,longitude
Aughnacrumpane,52.5747,-7.46638
Aughnacurraveel,52.00494,-7.77682
Aughnagalley,52.48407,-6.54645
Aughnagan,52.29012,-6.62552
Aughnagomaun,52.60047,-7.82066
Aughnaheela,52.77521,-7.96198
Aughnalyra,52.00191,-8.06911
Aughnamaulmeen,52.7252,-6.44224
Aughnanure,53.41481,-9.27869
Aughness,54.08661,-9.83239
Aughnish,55.03981,-7.60844
Aughnish Isle,55.05232,-7.60003
Aughrim,54.13816,-7.5865
Aughriman,54.02807,-8.04736
Aughriman South,53.94668,-8.03898
Aughrim Beg,54.02887,-6.63165
Aughrim Lower,52.85751,-6.32828
Aughrim More,54.02772,-6.64009
Aughrim Upper,52.86844,-6.34015
Aughris,54.27059,-8.78129
Aughrus Beg,53.55788,-10.17412
Aughrus More,53.54918,-10.1643
Aughry,53.85938,-7.9331
Aught,55.12163,-7.27789
Aughtanny,52.62567,-7.328
Aughtreagh,54.11243,-7.32367
Aughullen,52.74984,-6.31051
Aughvallydeag,52.66598,-8.08693
Aughvolyshane,52.74127,-7.94935
Augullies,54.9615,-8.26889
Aulanebane,52.35784,-9.6779
Aulaneduff,52.35468,-9.66808
Aultagh,51.77051,-9.09324
Aultaghreagh,51.77747,-9.0964
Aunamihoonagh,52.08215,-8.37658
Aungierstown And Ballybane,53.3138,-6.45259
Aurora,53.19053,-6.29089
Auskurra Big,52.165,-6.99417
Auskurra Little,52.16301,-6.99889
Avalbane,54.18762,-6.84006
Avalreagh,54.1909,-6.82964
Avaltygort,54.78175,-7.68961
Avenue,52.05827,-9.49833
Avery Island,53.30397,-9.89427
Avoca,52.85796,-6.21302
Avoley,53.12278,-7.365
Avondale,52.91247,-6.22495
Awnaskirtaun,52.0347,-9.22722
Ayle,52.47301,-9.65275
Ayleacotty,52.7955,-8.88542
Ayle Lower,52.90183,-8.69172
Ayle Upper,52.91206,-8.70649
Aylmerstown,52.94497,-6.80217
Aylwardstown,52.34021,-7.02831
Ayresfields,52.65994,-7.26668
